id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,pos_ecr,sd_ecr,risk
0527,Carolina,Panthers,CAR,DST,NA,49,DST,average,8.608333333333333,1,0.2579166666666648,0.5560275772537423,7.86,9.025,1,NA,NA,4.304799699907811
0518,Philadelphia,Eagles,PHI,DST,NA,49,DST,average,8.425,2,0.24791666666666856,0.0957427107756344,8.2,8.385,3,NA,NA,2.037503944577727
0505,New York,Jets,NYJ,DST,NA,49,DST,average,8.275833333333333,3,0.4275000000000002,1.381626456994316,7.049499999999999,9.754999999999999,2,NA,NA,8.371578714312154
0504,New England,Patriots,NEP,DST,NA,49,DST,average,8.078333333333333,4,0.46958333333333346,1.562945936365043,6.949,9.923,4,NA,NA,9.264731880701262
0509,Jacksonville,Jaguars,JAC,DST,NA,49,DST,average,7.618333333333333,5,0.03708333333333336,0.4719816380609171,7.0200000000000005,7.897,5,NA,NA,3.890801728080757
0523,Green Bay,Packers,GBP,DST,NA,49,DST,average,7.599166666666666,6,0.07999999999999918,0.5713361532408041,6.936999999999999,8.126499999999998,5,NA,NA,4.380207500344944
0521,Chicago,Bears,CHI,DST,NA,49,DST,average,7.5633333333333335,7,0.15916666666666668,1.3664918587390125,5.832,8.629000000000001,6,NA,NA,8.297027902669278
0510,Pittsburgh,Steelers,PIT,DST,NA,49,DST,average,7.4750000000000005,8,0.2395833333333348,1.0563301251660553,6.430000000000001,8.535,8,NA,NA,6.76921668572319
0528,Los Angeles,Rams,LAR,DST,NA,49,DST,average,7.333333333333333,9,0.22999999999999954,0.53429080720771,6.703000000000001,7.679,9,NA,NA,4.197727558177296
0507,Cleveland,Browns,CLE,DST,NA,49,DST,average,7.137499999999999,10,0.08291666666666586,0.2780137886268711,6.715000000000001,7.242500000000001,7,NA,NA,2.935344545537837
0529,New Orleans,Saints,NOS,DST,NA,49,DST,average,7.069166666666667,11,0.044166666666666465,0.4918248333163613,6.445500000000001,7.297000000000001,10,NA,NA,3.9885463980698033
0531,Baltimore,Ravens,BAL,DST,NA,49,DST,average,7.04,12,0.03791666666666682,0.8224354077980838,5.930999999999999,7.625,11,NA,NA,5.617085606680308
0502,Indianapolis,Colts,IND,DST,NA,49,DST,average,7.01,13,0.15958333333333297,0.8687922651589388,5.937,7.767,11,NA,NA,5.845432688192943
0520,Washington,Redskins,WAS,DST,NA,49,DST,average,6.994166666666667,14,0.36208333333333265,0.9318574640648287,5.766499999999999,7.71,11,NA,NA,6.156082610017328
0522,Detroit,Lions,DET,DST,NA,49,DST,average,6.706666666666667,15,0.16958333333333364,0.25638512697372556,6.466,6.97,13,NA,NA,2.828804929897487
0516,Dallas,Cowboys,DAL,DST,NA,49,DST,average,6.5575,16,0.12791666666666668,1.4839895552193083,4.6345,7.609999999999999,12,NA,NA,8.87580432547289
0514,Los Angeles,Chargers,LAC,DST,NA,49,DST,average,6.516666666666667,17,0.21041666666666625,0.9128709291752771,5.715,7.495000000000001,14,NA,NA,6.062557723368563
0524,Minnesota,Vikings,MIN,DST,NA,49,DST,average,6.3425,18,0.07374999999999954,0.45065692790266365,5.818,6.7185,15,NA,NA,3.785759332932291
0525,Tampa Bay,Buccaneers,TBB,DST,NA,49,DST,average,6.2700000000000005,19,0.02166666666666739,1.0876273871750992,5.1579999999999995,7.39,15,NA,NA,6.923382408897002
0530,San Francisco,49ers,SFO,DST,NA,49,DST,average,6.2675,20,0.04208333333333325,0.6810959305902998,5.4495000000000005,6.88,16,NA,NA,4.92086806821161
0506,Cincinnati,Bengals,CIN,DST,NA,49,DST,average,6.229166666666667,21,0.008750000000000036,0.9321793461203339,4.94,6.7475,16,NA,NA,6.157668153821424
0512,Kansas City,Chiefs,KCC,DST,NA,49,DST,average,6.221666666666667,22,0.0033333333333329662,0.9501403405111621,5.4030000000000005,7.210000000000001,15,NA,NA,6.2461413783604485
0515,Seattle,Seahawks,SEA,DST,NA,49,DST,average,6.219166666666667,23,0.15458333333333396,0.6829043368827974,5.5235,6.865,16,NA,NA,4.929776012420736
0508,Tennessee,Titans,TEN,DST,NA,49,DST,average,6.2175,24,0.3408333333333333,0.8143044066359131,5.519500000000001,7.133,15,NA,NA,5.577033487299037
0511,Denver,Broncos,DEN,DST,NA,49,DST,average,5.911666666666667,25,0.09083333333333421,0.4980963762164909,5.372,6.425,17,NA,NA,4.019439098726323
0519,Arizona,Cardinals,ARI,DST,NA,49,DST,average,5.841666666666667,26,0.15916666666666668,0.21189620100417134,5.417,5.800000000000001,19,NA,NA,2.609659004501823
0503,Miami,Dolphins,MIA,DST,NA,49,DST,average,5.8,27,0.4087500000000004,0.22330845632592286,5.377000000000001,5.819,18,NA,NA,2.6658741007046025
0517,New York,Giants,NYG,DST,NA,49,DST,average,5.565,28,0.3537500000000007,0.965177013125917,4.641,6.56,20,NA,NA,6.320209822657961
0513,Oakland,Raiders,OAK,DST,NA,49,DST,average,5.217499999999999,29,0.13583333333333236,0.8295932738396568,4.529999999999999,6.070499999999999,21,NA,NA,5.6523442051596735
0532,Houston,Texans,HOU,DST,NA,49,DST,average,5.205,30,0.42874999999999996,0.7602411897987812,4.309,5.8919999999999995,21,NA,NA,5.310726009079678
0501,Buffalo,Bills,BUF,DST,NA,49,DST,average,4.958333333333334,31,NA,0.579425002337087,4.258,5.300000000000001,22,NA,NA,4.4200519848309
0526,Atlanta,Falcons,ATL,DST,NA,49,DST,average,4.594166666666666,32,NA,0.16740669042783193,4.4235,4.77,23,NA,NA,2.390510199418863
12956,Wil,Lutz,NOS,K,25,3,K,average,6.903354497354497,1,0.35714179904004695,0.27854912895566286,6.568677248677249,7.212677248677249,1,1.8,0.6,2.0661407738824056
13354,Harrison,Butker,KCC,K,24,2,K,average,6.573668177935476,2,0.09980430781778793,0.47590252192805893,6.036956107497208,7.03,1,1.4,0.8,3.0547075180653014
13909,Brett,Maher,DAL,K,30,2,K,average,6.518757218693424,3,0.12968657313646492,0.8952410421889022,5.821000000000001,7.733487066187976,1,8.7,1.7,5.608832020959499
13303,Jake,Elliott,PHI,K,24,2,K,average,6.428970521541951,4,0.16930778748050468,0.7671682607060714,5.41,7.071941043083901,1,8.2,3.2,6.523566253073885
12437,Jason,Myers,SEA,K,28,5,K,average,6.349170769571967,5,0.1935600441732701,0.4682197055195937,5.870291417165669,6.943517409625194,2,13.1,3.9,5.983808701359077
8742,Mason,Crosby,GBP,K,35,12,K,average,6.170154698550925,6,0.06860075766403195,0.7624308060013654,5.4,7.116977906789228,2,6.7,2.2,5.549532847013069
10976,Justin,Tucker,BAL,K,30,7,K,average,6.14106675224647,7,0.15337952081614503,0.7598293489965381,5.259363143631436,7.02,2,3.7,1.4,4.775109385152225
12417,Josh,Lambo,JAC,K,29,4,K,average,6.062041129527317,8,0.17027659591066602,0.7844326817273737,5.45,7.1126028238182935,2,11.2,3.3,6.688827878714674
14600,Joey,Slye,CAR,K,23,0,K,average,5.913333333333334,9,0.05672075263268184,0.10263202878893772,5.814,5.994,3,NA,NA,1.3697844208305687
10868,Greg,Zuerlein,LAR,K,32,7,K,average,5.870195733899967,10,0.030242760007535452,0.5120770250106684,5.227993679851804,6.4030000000000005,3,5.2,1.4,3.773836519855772
13980,Mike,Badgley,LAC,K,24,1,K,average,5.843029427501338,11,0.10980567338670522,0.224787914637034,5.606000000000001,6.087194578205814,3,9.6,5.3,6.3368392160065445
14244,Matt,Gay,TBB,K,25,0,K,average,5.836876520283525,12,0.2100992946782423,0.5539996819759516,5.183891141160776,6.3500000000000005,3,8.7,2.9,5.375594861386698
10506,Dan,Bailey,MIN,K,31,8,K,average,5.6295709879457405,13,0.03953450322690877,0.4720205891534711,5.100109212224216,6.183,3,14.4,1,3.229996437168989
13347,Zane,Gonzalez,ARI,K,24,2,K,average,5.623983463264824,14,0.10115863811631964,0.40632984691068275,5.103999999999999,6.033123080557524,3,9.6,2.8,4.683309309312752
13403,Younghoe,Koo,ATL,K,25,2,K,average,5.55608950617284,15,0.07074397291812673,0.7194148260556186,4.9389969135802465,6.4799999999999995,3,11.3,4.6,7.667416507649186
10487,Kai,Forbath,NEP,K,32,8,K,average,5.489560144124169,16,0.04933314667189315,1.1076469496612864,4.732814301552106,7.0169999999999995,3,14,1.9,6.6582323996401245
14258,Austin,Seibert,CLE,K,23,0,K,average,5.481130922385257,17,0.11353980866082214,1.1419708124838002,4.146,6.789969220888295,3,19.3,4.1,8.897701902364497
2842,Adam,Vinatieri,IND,K,47,23,K,average,5.3993230725192936,18,0.10835260478535336,0.48594117586830304,4.898129229007718,5.93,4,20.4,4.4,6.53287239035842
9319,Steven,Hauschka,BUF,K,34,2019,K,average,5.335859154929578,19,0.14106458818983825,0.5076799761149967,4.882,6.009687010954615,4,21.1,2.4,4.710953498874183
11936,Chris,Boswell,PIT,K,30,5,K,average,5.246081780538303,20,0.11673246566615525,0.31641096003032537,5.0195,5.628649068322981,4,NA,NA,3.097728196133244
13564,Sam,Ficken,NYJ,K,27,4,K,average,5.143507352941176,21,0.05820322858113158,0.4776246607571457,4.611795955882353,5.67,4,21.6,2.7,4.875953342912383
12860,Ka'imi,Fairbairn,HOU,K,25,3,K,average,5.1151912768031185,22,0.07633993370177539,0.6902988814718956,4.2024208089668615,5.7459999999999996,4,19.3,2.3,5.353505691920731
