id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,pos_ecr,sd_ecr,risk
0504,New England,Patriots,NEP,DST,NA,49,DST,average,8.511666666666667,1,0.5158333333333331,1.5680454925373388,7.257000000000001,10.369999999999997,1,NA,NA,9.1926532383334
0516,Dallas,Cowboys,DAL,DST,NA,49,DST,average,8.1675,2,0.5800000000000001,1.6358152911214232,6.074999999999999,9.375499999999999,2,NA,NA,9.534802774675306
0508,Tennessee,Titans,TEN,DST,NA,49,DST,average,7.824166666666667,3,0.5024999999999995,1.508605868564307,6.7855,9.579999999999998,4,NA,NA,8.892560273508114
0530,San Francisco,49ers,SFO,DST,NA,49,DST,average,7.350833333333334,4,0.1508333333333347,0.5849999999999997,6.6705000000000005,7.865,5,NA,NA,4.229549222946169
0524,Minnesota,Vikings,MIN,DST,NA,49,DST,average,7.2924999999999995,5,0.2450000000000001,0.8601695569285551,6.529999999999999,8.1855,5,NA,NA,5.618798391241973
0515,Seattle,Seahawks,SEA,DST,NA,49,DST,average,7.1075,6,0.12124999999999986,0.7424452841792454,6.205,7.7695,6,NA,NA,5.024443587495749
0521,Chicago,Bears,CHI,DST,NA,49,DST,average,6.9875,7,0.0216666666666665,0.7785188929413766,6.0895,7.494,7,NA,NA,5.206568498149404
0501,Buffalo,Bills,BUF,DST,NA,49,DST,average,6.984999999999999,8,0.07958333333333201,0.797224351526386,6.051,7.64,7,NA,NA,5.301006789477405
0514,Los Angeles,Chargers,LAC,DST,NA,49,DST,average,6.946666666666667,9,0.12791666666666757,0.9075241043630741,5.825,7.517,8,NA,NA,5.857877402644061
0519,Arizona,Cardinals,ARI,DST,NA,49,DST,average,6.864166666666667,10,0.12124999999999986,0.6658515850648202,5.975,7.283500000000001,9,NA,NA,4.6377448044648855
0527,Carolina,Panthers,CAR,DST,NA,49,DST,average,6.773333333333333,11,0.074583333333333,0.5788494335029335,6.039,7.2250000000000005,10,NA,NA,4.198496843874977
0528,Los Angeles,Rams,LAR,DST,NA,49,DST,average,6.7125,12,0.11624999999999996,0.4216930163045152,6.1215,6.917000000000001,10,NA,NA,3.4050608827089026
0525,Tampa Bay,Buccaneers,TBB,DST,NA,49,DST,average,6.6850000000000005,13,0.24541666666666728,1.1037360795649174,5.225,7.446,10,NA,NA,6.848493248384628
0517,New York,Giants,NYG,DST,NA,49,DST,average,6.5075,14,0.1587499999999995,0.5137038705973188,5.775,6.789500000000001,11,NA,NA,3.869596292175192
0523,Green Bay,Packers,GBP,DST,NA,49,DST,average,6.371666666666667,15,0.055000000000000604,1.248719343968051,5.376,7.845,11,NA,NA,7.5804705853295005
0510,Pittsburgh,Steelers,PIT,DST,NA,49,DST,average,6.325833333333334,16,0.022083333333333677,0.6649999999999997,5.63,6.9605,12,NA,NA,4.6334454050100895
0502,Indianapolis,Colts,IND,DST,NA,49,DST,average,6.3075,17,0.013749999999999929,0.22096379793984405,5.949,6.3765,14,NA,NA,2.391638821131829
0520,Washington,Redskins,WAS,DST,NA,49,DST,average,6.3,18,0.020833333333333037,0.5695612346359259,5.603,6.795,14,NA,NA,4.151603493117042
0532,Houston,Texans,HOU,DST,NA,49,DST,average,6.2875000000000005,19,0.07458333333333389,0.20564937798755115,5.93,6.3625,12,NA,NA,2.3143208742661456
0509,Jacksonville,Jaguars,JAC,DST,NA,49,DST,average,6.270833333333334,20,0.13874999999999993,1.0038384664211004,5.006,6.8925,14,NA,NA,6.34413994155855
0506,Cincinnati,Bengals,CIN,DST,NA,49,DST,average,6.155,21,0.08416666666666739,0.6388270501473776,5.252999999999999,6.54,13,NA,NA,4.501305973524783
0512,Kansas City,Chiefs,KCC,DST,NA,49,DST,average,6.109166666666667,22,0.09791666666666643,0.5940468556155035,5.53,6.714500000000001,16,NA,NA,4.275224103480987
0518,Philadelphia,Eagles,PHI,DST,NA,49,DST,average,6.0325,23,0.10416666666666607,1.1348531476216062,4.5295,6.77,15,NA,NA,7.005594060698626
0529,New Orleans,Saints,NOS,DST,NA,49,DST,average,5.99,24,0.14041666666666686,1.0245649483235963,4.789,6.8549999999999995,15,NA,NA,6.448781777908988
0522,Detroit,Lions,DET,DST,NA,49,DST,average,5.866666666666667,25,0.08333333333333393,0.8134699338840579,4.876,6.446,17,NA,NA,5.383025898098264
